Erzeugt am,Produktgruppe,Phase,Datumsfeld,Datum,Mitarbeiter
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,2,BE am,2025-09-24,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
2025-09-29 01:52:53,NP,1,Kontrolle,2025-09-23,HI
