Änderung am,Produktgruppe,Land/Marketplace,Phase,Feld,Datum,Mitarbeiter
2025-07-23 10:54:10,NH,sg,2,BE am,2024-12-04,SM
2025-07-23 10:54:10,NH,sg,3,K am,2024-12-08,JHU
2025-07-23 10:54:10,NF,jp,1,Kontrolle,2024-12-17,SM
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-02,HI
2025-07-23 10:54:10,NA,tr,1,Kontrolle,2024-12-02,HI
2025-07-23 10:54:10,NH,tr,1,Kontrolle,2024-12-05,HI
2025-07-23 10:54:10,NH,tr,2,BE am,2024-12-09,HI
2025-07-23 10:54:10,NH,tr,3,K am,2024-12-30,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-02,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-02,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-02,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-02,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-02,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-17,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-17,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-17,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-30,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-30,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-30,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-30,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-30,HI
2025-07-23 10:54:10,NF,au,1,Kontrolle,2024-12-17,SM
2025-07-23 10:54:10,NF,au,2,BE am,2024-12-19,EK
2025-07-23 10:54:10,NF,au,3,K am,2024-12-27,DM
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-02,HI
2025-07-23 10:54:10,NH,tr,1,Kontrolle,2024-12-05,HI
2025-07-23 10:54:10,NH,tr,2,BE am,2024-12-09,HI
2025-07-23 10:54:10,NH,tr,3,K am,2024-12-30,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-02,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-02,HI
2025-07-23 10:54:10,NA,jp,1,Kontrolle,2024-12-17,HI
2025-07-23 10:54:10,NH,au,2,BE am,2024-12-30,HI
2025-07-23 10:54:10,NF,jp,1,Kontrolle,2024-12-17,SM
